client,num_images
4_1032013101,18
4_1032013102,78
4_1032013103,25
4_103201311,8
4_103201312,53
4_1032013130,33
4_1032013131,18
4_1032013132,28
4_10320131330,18
4_10320131331,39
4_10320131332,14
4_10320131333,41
4_1032013200,30
4_1032013201,13
4_1032013202,7
4_103201320300,96
4_103201320301,30
4_103201320302,53
4_10320132030310,43
4_10320132030311,43
4_10320132030312,6
4_10320132030313,22
4_1032013203032,3
4_10320132031,3
4_10320132032,34
4_10320132033,55
4_103201321,36
4_103201322,2
4_103201323,21
4_103201330,81
4_103201331,49
4_103201332,21
4_103201333,17
4_103202,95
4_1032030,47
4_10320310,56
4_10320311,36
4_10320312,32
4_10320313,43
4_1032032,57
4_1032033,50
4_10321000011,34
4_10321000012,59
4_10321000013,11
4_1032100002,28
4_103210001,2
4_103210002,3
4_103210003,62
4_10321001,36
4_10321002,4
4_10321003,12
4_1032101,59
4_1032102,5
4_10321030,7
4_10321031,40
4_10321032,23
4_10321033,32
4_1032110,22
4_1032111,36
4_1032112,29
4_1032113,32
4_103212,69
4_103213,52
4_1032200,35
4_1032201,61
4_1032202,76
4_1032203,2
4_1032210,29
4_1032211,63
4_10322120,78
4_10322121,2
4_10322122,6
4_10322123,26
4_1032213,54
4_103222,61
4_103223,81
4_103230,54
4_103231,90
4_103232,46
4_1032330,80
4_1032331,6
4_1032332,12
4_1032333,12
4_1033000001,19
4_1033000002,66
4_1033000003,41
4_1033000010,98
4_1033000013,23
4_103300002,38
4_1033000030,34
4_10330000310,18
4_10330000311,33
4_10330000312,27
4_10330000313,83
4_1033000032,57
4_1033000033,16
4_10330001000,22
4_103300010010,25
4_103300010011,16
4_103300010013,59
4_10330001002,6
4_10330001003,21
4_10330001010,100
4_10330001011,74
4_10330001012,7
4_10330001013,47
4_10330001020,50
4_10330001021,39
4_10330001022,55
4_10330001023,98
4_1033000103,97
4_1033000110,92
4_10330001110,98
4_10330001112,5
4_10330001113,10
4_1033000112,26
4_1033000113,17
4_103300012,18
4_103300013,84
4_10330002,96
4_10330003,28
4_10330010,9
4_10330011,32
4_10330012,22
4_10330013,38
4_1033002001,2
4_1033002002,39
4_1033002003,68
4_103300201,16
4_103300202,5
4_103300203,7
4_10330021,2
4_10330022,29
4_10330023,6
4_10330030,7
4_10330031,80
4_103300320,18
4_103300321,33
4_1033003220,5
4_1033003221,2
4_10330032230,10
4_10330032231,6
4_10330032232,12
4_103300322330,14
4_103300322331,15
4_103300322332,68
4_1033003223330,7
4_1033003223331,86
4_1033003223332,97
4_1033003223333,3
4_103300323000,88
4_103300323001,75
4_103300323003,13
4_10330032301,9
4_10330032302,5
4_10330032303,43
4_1033003231,10
4_1033003232,53
4_1033003233,15
4_10330033,16
4_1033010,56
4_10330110,15
4_10330111,18
4_10330112,36
4_10330113,33
4_10330120,39
4_10330121,57
4_103301230,19
4_103301231,10
4_1033012320,14
4_1033012321,4
4_1033012322,33
4_10330123230,14
4_10330123231,11
4_10330123232,87
4_103301232330,29
4_1033012323310,87
4_1033012323311,5
4_1033012323313,13
4_103301232332,8
4_1033012330,27
4_1033012331,43
4_1033012332,19
4_1033012333,40
4_103301300,53
4_103301301,11
4_103301302,50
4_1033013030,37
4_1033013031,70
4_1033013032,31
4_1033013033,2
4_10330131,17
4_10330132,35
4_10330133,19
4_1033020,97
4_1033021,92
4_1033022,11
4_1033023,88
4_10330300,26
4_103303010,12
4_1033030110,79
4_1033030113,57
4_103303012,41
4_103303013,11
4_103303020,4
4_103303021,10
4_1033030220,31
4_10330302210,25
4_10330302211,28
4_10330302213,58
4_1033030222,36
4_1033030223,8
4_103303023,24
4_10330303,14
4_103303100,10
4_103303101,86
4_103303103,8
4_10330312,24
4_10330313,12
4_1033032,32
4_10330330,24
4_10330331,14
4_10330332,88
4_10330333,7
4_10331,99
4_10333,96
4_12,100
4_130,18
4_131,69
4_1320,19
4_1321,15
4_13220,2
4_132212010,6
4_1322120110,82
4_1322120111,39
4_1322120112,18
4_1322120113,15
4_132212012,11
4_132212013,4
4_13221202,56
4_1322123,17
4_13221301,21
4_13221302,56
4_13221303,39
4_1322131,25
4_1322133,27
4_132220,55
4_132221,33
4_132222,8
4_132223,55
4_132230,97
4_132231,95
4_132232,23
4_132233,15
4_1323,28
4_1330,17
4_1331000,14
4_1331001,75
4_1331002,12
4_1331003,15
4_133102,5
4_133103,28
4_13311,9
4_20,73
4_21,20
4_220,25
4_221,20
4_222,3
4_223,83
4_23,48
4_3,30
5_100110,77
5_100111,12
5_100112,29
5_100113111,84
5_100113112,25
5_1002,3
5_1031,8
5_10321,25
5_103221,5
5_1032220,6
5_1032221,32
5_1032222,72
5_1032223,8
5_11,9
5_3,17
